"측정일자","권역명","측정소명","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)","오존(ppm)","이산화질소농도(ppm)","일산화탄소농도(ppm)","아황산가스농도(ppm)"
"20220524","도심권","중구","32","22","0.046","0.019","0.3","0.003"
"20220524","도심권","종로구","33","20","0.047","0.017","0.4","0.003"
"20220524","도심권","용산구","35","22","0.052","0.019","0.3","0.003"
"20220524","서북권","은평구","44","29","0.042","0.016","0.4","0.003"
"20220524","서북권","서대문구","38","23","0.041","0.017","0.4","0.004"
"20220524","서북권","마포구","32","17","0.045","0.019","0.3","0.003"
"20220524","동북권","광진구","34","19","0.04","0.018","0.3","0.003"
"20220524","동북권","성동구","37","21","0.047","0.023","0.3","0.003"
"20220524","동북권","중랑구","36","19","0.048","0.019","0.3","0.003"
"20220524","동북권","동대문구","37","18","0.053","0.016","0.3","0.003"
"20220524","동북권","성북구","48","24","0.039","0.02","0.4","0.002"
"20220524","동북권","도봉구","41","23","0.049","0.015","0.6","0.003"
"20220524","동북권","강북구","38","21","0.049","0.012","0.3","0.003"
"20220524","동북권","노원구","41","26","0.036","0.02","0.4","0.003"
"20220524","서남권","강서구","37","20","0.041","0.019","0.3","0.003"
"20220524","서남권","구로구","43","24","0.045","0.015","0.3","0.003"
"20220524","서남권","영등포구","31","19","0.041","0.017","0.3","0.003"
"20220524","서남권","동작구","33","20","0.048","0.017","0.3","0.003"
"20220524","서남권","관악구","33","19","0.044","0.019","0.3","0.003"
"20220524","서남권","금천구","29","16","0.044","0.021","0.3","0.003"
"20220524","서남권","양천구","35","21","0.04","0.015","0.3","0.002"
"20220524","동남권","강남구","33","18","0.049","0.02","0.3","0.003"
"20220524","동남권","서초구","37","20","0.043","0.02","0.3","0.003"
"20220524","동남권","송파구","36","20","0.036","0.022","0.3","0.003"
"20220524","동남권","강동구","35","19","0.042","0.017","0.3","0.003"
"20220523","도심권","중구","62","44","0.075","0.019","0.5","0.004"
"20220523","도심권","종로구","64","42","0.075","0.017","0.6","0.004"
"20220523","도심권","용산구","67","46","0.078","0.016","0.5","0.004"
"20220523","서북권","은평구","87","56","0.073","0.015","0.6","0.003"
"20220523","서북권","서대문구","74","48","0.083","0.018","0.7","0.005"
"20220523","서북권","마포구","63","37","0.075","0.017","0.4","0.003"
"20220523","동북권","광진구","63","39","0.068","0.012","0.5","0.003"
"20220523","동북권","성동구","67","38","0.074","0.019","0.4","0.004"
"20220523","동북권","중랑구","64","37","0.072","0.016","0.5","0.003"
"20220523","동북권","동대문구","71","39","0.078","0.017","0.5","0.003"
"20220523","동북권","성북구","84","47","0.068","0.02","0.6","0.003"
"20220523","동북권","도봉구","71","43","0.08","0.014","0.9","0.004"
"20220523","동북권","강북구","71","43","0.072","0.014","0.5","0.003"
"20220523","동북권","노원구","65","42","0.075","0.014","0.5","0.003"
"20220523","서남권","강서구","70","43","0.075","0.019","0.5","0.004"
"20220523","서남권","구로구","80","46","0.076","0.013","0.5","0.003"
"20220523","서남권","영등포구","61","43","0.069","0.016","0.5","0.003"
"20220523","서남권","동작구","63","41","0.071","0.014","0.5","0.003"
"20220523","서남권","관악구","65","41","0.071","0.015","0.5","0.003"
"20220523","서남권","금천구","60","37","0.069","0.016","0.5","0.004"
"20220523","서남권","양천구","65","42","0.071","0.014","0.5","0.003"
"20220523","동남권","강남구","63","39","0.074","0.018","0.5","0.004"
"20220523","동남권","서초구","72","46","0.073","0.016","0.5","0.003"
"20220523","동남권","송파구","66","38","0.063","0.018","0.5","0.003"
"20220523","동남권","강동구","64","39","0.069","0.012","0.4","0.003"
"20220522","도심권","중구","33","24","0.058","0.011","0.4","0.003"
"20220522","도심권","종로구","36","24","0.06","0.009","0.4","0.003"
"20220522","도심권","용산구","39","27","0.064","0.009","0.3","0.003"
"20220522","서북권","은평구","43","32","0.057","0.009","0.4","0.003"
"20220522","서북권","서대문구","41","24","0.064","0.011","0.5","0.004"
"20220522","서북권","마포구","36","19","0.056","0.012","0.3","0.003"
"20220522","동북권","광진구","39","24","0.054","0.009","0.4","0.003"
"20220522","동북권","성동구","41","22","0.059","0.012","0.3","0.003"
"20220522","동북권","중랑구","41","25","0.057","0.011","0.3","0.003"
"20220522","동북권","동대문구","42","23","0.061","0.009","0.3","0.003"
"20220522","동북권","성북구","48","29","0.053","0.013","0.4","0.002"
"20220522","동북권","도봉구","43","25","0.064","0.008","0.6","0.003"
"20220522","동북권","강북구","42","26","0.058","0.008","0.3","0.002"
"20220522","동북권","노원구","41","27","0.063","0.008","0.4","0.003"
"20220522","서남권","강서구","38","20","0.058","0.01","0.4","0.003"
"20220522","서남권","구로구","41","22","0.058","0.007","0.3","0.003"
"20220522","서남권","영등포구","34","23","0.053","0.008","0.4","0.003"
"20220522","서남권","동작구","37","24","0.057","0.008","0.3","0.002"
"20220522","서남권","관악구","36","23","0.053","0.009","0.4","0.003"
"20220522","서남권","금천구","34","20","0.054","0.009","0.3","0.003"
"20220522","서남권","양천구","35","22","0.054","0.008","0.3","0.002"
"20220522","동남권","강남구","38","23","0.06","0.01","0.3","0.003"
"20220522","동남권","서초구","36","23","0.058","0.008","0.3","0.003"
"20220522","동남권","송파구","41","24","0.053","0.009","0.4","0.003"
"20220522","동남권","강동구","40","25","0.056","0.008","0.3","0.002"
"20220521","도심권","중구","34","23","0.042","0.016","0.3","0.003"
"20220521","도심권","종로구","35","23","0.044","0.014","0.4","0.003"
"20220521","도심권","용산구","34","22","0.047","0.013","0.3","0.003"
"20220521","서북권","은평구","40","30","0.041","0.012","0.4","0.003"
"20220521","서북권","서대문구","38","22","0.046","0.014","0.5","0.004"
"20220521","서북권","마포구","34","19","0.039","0.017","0.3","0.003"
"20220521","동북권","광진구","33","20","0.04","0.011","0.3","0.002"
"20220521","동북권","성동구","38","17","0.044","0.016","0.3","0.003"
"20220521","동북권","중랑구","35","21","0.039","0.014","0.3","0.003"
"20220521","동북권","동대문구","39","20","0.041","0.014","0.3","0.003"
"20220521","동북권","성북구","44","26","0.039","0.017","0.4","0.002"
"20220521","동북권","도봉구","35","21","0.052","0.01","0.6","0.003"
"20220521","동북권","강북구","38","24","0.048","0.009","0.3","0.002"
"20220521","동북권","노원구","37","26","0.049","0.012","0.4","0.003"
"20220521","서남권","강서구","37","20","0.041","0.014","0.3","0.003"
"20220521","서남권","구로구","35","21","0.045","0.01","0.3","0.002"
"20220521","서남권","영등포구","30","20","0.039","0.011","0.3","0.002"
"20220521","서남권","동작구","32","20","0.045","0.008","0.2","0.002"
"20220521","서남권","관악구","33","18","0.037","0.011","0.3","0.002"
"20220521","서남권","금천구","28","16","0.037","0.012","0.3","0.003"
"20220521","서남권","양천구","32","20","0.041","0.011","0.3","0.002"
"20220521","동남권","강남구","32","19","0.047","0.012","0.3","0.003"
"20220521","동남권","서초구","33","19","0.044","0.01","0.3","0.003"
"20220521","동남권","송파구","37","20","0.04","0.012","0.3","0.002"
"20220521","동남권","강동구","34","20","0.042","0.011","0.3","0.002"
"20220520","도심권","중구","31","22","0.056","0.02","0.4","0.005"
"20220520","도심권","종로구","32","22","0.057","0.018","0.4","0.004"
"20220520","도심권","용산구","36","24","0.056","0.019","0.4","0.005"
"20220520","서북권","은평구","42","25","0.054","0.017","0.4","0.004"
"20220520","서북권","서대문구","32","17","0.06","0.017","0.5","0.005"
"20220520","서북권","마포구","33","19","0.058","0.019","0.3","0.004"
"20220520","동북권","광진구","36","21","0.044","0.018","0.4","0.004"
"20220520","동북권","성동구","38","19","0.053","0.022","0.3","0.005"
"20220520","동북권","중랑구","36","21","0.055","0.019","0.4","0.004"
"20220520","동북권","동대문구","36","21","0.062","0.017","0.3","0.004"
"20220520","동북권","성북구","39","22","0.046","0.022","0.4","0.004"
"20220520","동북권","도봉구","34","19","0.057","0.016","0.5","0.005"
"20220520","동북권","강북구","37","23","0.057","0.013","0.3","0.004"
"20220520","동북권","노원구","36","25","0.055","0.018","0.4","0.004"
"20220520","서남권","강서구","39","21","0.058","0.017","0.4","0.004"
"20220520","서남권","구로구","37","18","0.056","0.014","0.4","0.004"
"20220520","서남권","영등포구","33","22","0.055","0.015","0.4","0.004"
"20220520","서남권","동작구","34","23","0.055","0.016","0.3","0.004"
"20220520","서남권","관악구","35","21","0.054","0.016","0.4","0.004"
"20220520","서남권","금천구","33","20","0.054","0.023","0.4","0.005"
"20220520","서남권","양천구","34","22","0.052","0.015","0.4","0.004"
"20220520","동남권","강남구","35","21","0.056","0.019","0.4","0.005"
"20220520","동남권","서초구","39","19","0.052","0.017","0.3","0.004"
"20220520","동남권","송파구","38","23","0.046","0.021","0.4","0.004"
"20220520","동남권","강동구","35","21","0.045","0.019","0.4","0.004"
"20220519","도심권","중구","38","24","0.068","0.019","0.4","0.004"
"20220519","도심권","종로구","45","23","0.072","0.014","0.4","0.004"
"20220519","도심권","용산구","44","22","0.07","0.013","0.3","0.004"
"20220519","서북권","은평구","47","26","0.068","0.014","0.4","0.003"
"20220519","서북권","서대문구","44","18","0.075","0.014","0.5","0.004"
"20220519","서북권","마포구","41","18","0.072","0.015","0.3","0.003"
"20220519","동북권","광진구","42","21","0.063","0.014","0.3","0.003"
"20220519","동북권","성동구","46","19","0.068","0.017","0.3","0.004"
"20220519","동북권","중랑구","48","20","0.07","0.016","0.4","0.003"
"20220519","동북권","동대문구","45","19","0.077","0.013","0.4","0.003"
"20220519","동북권","성북구","51","23","0.059","0.018","0.4","0.003"
"20220519","동북권","도봉구","45","21","0.073","0.014","0.5","0.004"
"20220519","동북권","강북구","50","24","0.071","0.012","0.4","0.003"
"20220519","동북권","노원구","46","26","0.071","0.015","0.4","0.003"
"20220519","서남권","강서구","45","19","0.071","0.014","0.4","0.003"
"20220519","서남권","구로구","48","20","0.068","0.012","0.3","0.003"
"20220519","서남권","영등포구","40","21","0.066","0.014","0.4","0.003"
"20220519","서남권","동작구","39","20","0.072","0.011","0.3","0.003"
"20220519","서남권","관악구","41","19","0.068","0.013","0.4","0.003"
"20220519","서남권","금천구","36","17","0.078","0.015","0.3","0.004"
"20220519","서남권","양천구","39","19","0.065","0.012","0.4","0.003"
"20220519","동남권","강남구","40","20","0.072","0.015","0.3","0.004"
"20220519","동남권","서초구","48","19","0.066","0.014","0.3","0.003"
"20220519","동남권","송파구","45","21","0.061","0.016","0.4","0.003"
"20220519","동남권","강동구","43","19","0.063","0.012","0.3","0.003"
"20220518","도심권","중구","50","35","0.075","0.023","0.5","0.004"
"20220518","도심권","종로구","57","33","0.079","0.018","0.6","0.004"
"20220518","도심권","용산구","59","34","0.079","0.017","0.5","0.004"
"20220518","서북권","은평구","66","43","0.082","0.015","0.5","0.003"
"20220518","서북권","서대문구","60","34","0.09","0.016","0.6","0.005"
"20220518","서북권","마포구","55","29","0.085","0.018","0.5","0.004"
"20220518","동북권","광진구","57","33","0.069","0.018","0.5","0.004"
"20220518","동북권","성동구","61","31","0.076","0.021","0.5","0.004"
"20220518","동북권","중랑구","60","32","0.077","0.019","0.5","0.003"
"20220518","동북권","동대문구","62","32","0.085","0.018","0.5","0.004"
"20220518","동북권","성북구","72","36","0.064","0.022","0.6","0.003"
"20220518","동북권","도봉구","60","36","0.077","0.016","0.7","0.004"
"20220518","동북권","강북구","64","36","0.079","0.014","0.5","0.003"
"20220518","동북권","노원구","59","37","0.08","0.018","0.5","0.003"
"20220518","서남권","강서구","62","34","0.084","0.017","0.5","0.004"
"20220518","서남권","구로구","70","38","0.08","0.015","0.5","0.003"
"20220518","서남권","영등포구","53","34","0.077","0.018","0.5","0.004"
"20220518","서남권","동작구","57","35","0.081","0.013","0.5","0.003"
"20220518","서남권","관악구","57","31","0.083","0.016","0.5","0.004"
"20220518","서남권","금천구","53","31","0.09","0.017","0.5","0.004"
"20220518","서남권","양천구","54","33","0.078","0.015","0.5","0.003"
"20220518","동남권","강남구","53","32","0.086","0.02","0.5","0.004"
"20220518","동남권","서초구","66","39","0.076","0.016","0.5","0.003"
"20220518","동남권","송파구","61","34","0.065","0.02","0.5","0.003"
"20220518","동남권","강동구","56","33","0.068","0.017","0.4","0.003"
"20220517","도심권","중구","42","27","0.069","0.021","0.5","0.004"
"20220517","도심권","종로구","49","25","0.072","0.017","0.5","0.004"
"20220517","도심권","용산구","50","28","0.073","0.016","0.4","0.004"
"20220517","서북권","은평구","56","35","0.065","0.017","0.5","0.003"
"20220517","서북권","서대문구","53","28","0.074","0.017","0.6","0.005"
"20220517","서북권","마포구","48","25","0.073","0.019","0.4","0.003"
"20220517","동북권","광진구","47","25","0.062","0.016","0.4","0.004"
"20220517","동북권","성동구","50","23","0.067","0.021","0.4","0.004"
"20220517","동북권","중랑구","50","26","0.068","0.019","0.4","0.003"
"20220517","동북권","동대문구","49","23","0.079","0.016","0.4","0.003"
"20220517","동북권","성북구","63","30","0.058","0.02","0.5","0.003"
"20220517","동북권","도봉구","53","29","0.068","0.016","0.5","0.004"
"20220517","동북권","강북구","52","28","0.067","0.014","0.4","0.003"
"20220517","동북권","노원구","49","29","0.071","0.016","0.5","0.003"
"20220517","서남권","강서구","54","27","0.073","0.017","0.5","0.004"
"20220517","서남권","구로구","62","32","0.071","0.015","0.4","0.003"
"20220517","서남권","영등포구","44","26","0.065","0.019","0.5","0.003"
"20220517","서남권","동작구","49","33","0.072","0.015","0.4","0.003"
"20220517","서남권","관악구","49","26","0.073","0.016","0.5","0.004"
"20220517","서남권","금천구","49","26","0.079","0.02","0.4","0.004"
"20220517","서남권","양천구","46","26","0.069","0.015","0.5","0.003"
"20220517","동남권","강남구","45","26","0.081","0.021","0.4","0.004"
"20220517","동남권","서초구","55","30","0.068","0.017","0.4","0.003"
"20220517","동남권","송파구","53","26","0.061","0.018","0.4","0.003"
"20220517","동남권","강동구","45","25","0.062","0.014","0.4","0.003"
"20220516","도심권","중구","24","12","0.055","0.017","0.4","0.003"
"20220516","도심권","종로구","31","13","0.056","0.015","0.4","0.003"
"20220516","도심권","용산구","32","15","0.056","0.016","0.3","0.003"
"20220516","서북권","은평구","30","17","0.054","0.014","0.4","0.003"
"20220516","서북권","서대문구","29","10","0.06","0.013","0.4","0.004"
"20220516","서북권","마포구","29","11","0.057","0.015","0.3","0.003"
"20220516","동북권","광진구","29","13","0.05","0.014","0.3","0.003"
"20220516","동북권","성동구","32","13","0.054","0.018","0.3","0.004"
"20220516","동북권","중랑구","30","12","0.056","0.016","0.3","0.003"
"20220516","동북권","동대문구","30","12","0.061","0.015","0.3","0.003"
"20220516","동북권","성북구","37","13","0.047","0.017","0.4","0.003"
"20220516","동북권","도봉구","31","12","0.056","0.014","0.3","0.004"
"20220516","동북권","강북구","34","14","0.056","0.013","0.3","0.003"
"20220516","동북권","노원구","31","16","0.055","0.015","0.4","0.003"
"20220516","서남권","강서구","30","11","0.057","0.014","0.4","0.003"
"20220516","서남권","구로구","35","10","0.052","0.013","0.3","0.003"
"20220516","서남권","영등포구","28","12","0.053","0.014","0.4","0.003"
"20220516","서남권","동작구","28","13","0.055","0.012","0.3","0.003"
"20220516","서남권","관악구","28","13","0.055","0.014","0.4","0.003"
"20220516","서남권","금천구","25","11","0.056","0.018","0.3","0.004"
"20220516","서남권","양천구","26","11","0.052","0.013","0.3","0.003"
"20220516","동남권","강남구","26","12","0.064","0.015","0.3","0.003"
"20220516","동남권","서초구","35","11","0.053","0.014","0.3","0.003"
"20220516","동남권","송파구","34","13","0.048","0.017","0.4","0.003"
"20220516","동남권","강동구","28","12","0.045","0.015","0.3","0.003"
"20220515","도심권","중구","18","9","0.049","0.008","0.3","0.003"
"20220515","도심권","종로구","22","9","0.049","0.007","0.3","0.003"
"20220515","도심권","용산구","25","11","0.05","0.009","0.3","0.003"
"20220515","서북권","은평구","21","10","0.045","0.006","0.3","0.003"
"20220515","서북권","서대문구","21","5","0.051","0.005","0.3","0.003"
"20220515","서북권","마포구","23","8","0.045","0.01","0.3","0.003"
"20220515","동북권","광진구","21","9","0.042","0.009","0.2","0.003"
"20220515","동북권","성동구","26","9","0.048","0.01","0.3","0.003"
"20220515","동북권","중랑구","22","9","0.048","0.008","0.3","0.003"
"20220515","동북권","동대문구","23","7","0.05","0.008","0.3","0.002"
"20220515","동북권","성북구","25","6","0.041","0.01","0.3","0.002"
"20220515","동북권","도봉구","21","6","0.05","0.005","0.1","0.003"
"20220515","동북권","강북구","24","10","0.047","0.006","0.3","0.002"
"20220515","동북권","노원구","23","11","0.048","0.007","0.3","0.002"
"20220515","서남권","강서구","26","7","0.046","0.009","0.3","0.003"
"20220515","서남권","구로구","27","7","0.045","0.009","0.3","0.002"
"20220515","서남권","영등포구","21","9","0.044","0.009","0.3","0.003"
"20220515","서남권","동작구","22","11","0.047","0.008","0.3","0.002"
"20220515","서남권","관악구","22","10","0.046","0.009","0.3","0.003"
"20220515","서남권","금천구","19","7","0.049","0.011","0.3","0.003"
"20220515","서남권","양천구","20","8","0.043","0.008","0.3","0.002"
"20220515","동남권","강남구","22","9","0.055","0.01","0.3","0.003"
"20220515","동남권","서초구","21","7","0.045","0.01","0.3","0.003"
"20220515","동남권","송파구","26","10","0.044","0.011","0.3","0.003"
"20220515","동남권","강동구","22","7","0.04","0.009","0.3","0.002"
"20220514","도심권","중구","24","10","0.044","0.011","0.3","0.003"
"20220514","도심권","종로구","31","10","0.044","0.01","0.3","0.003"
"20220514","도심권","용산구","34","13","0.046","0.013","0.3","0.003"
"20220514","서북권","은평구","38","14","0.038","0.011","0.3","0.003"
"20220514","서북권","서대문구","32","8","0.045","0.008","0.3","0.003"
"20220514","서북권","마포구","30","9","0.042","0.013","0.3","0.003"
"20220514","동북권","광진구","30","10","0.043","0.009","0.2","0.003"
"20220514","동북권","성동구","32","10","0.046","0.012","0.3","0.003"
"20220514","동북권","중랑구","31","10","0.045","0.009","0.3","0.003"
"20220514","동북권","동대문구","31","10","0.047","0.01","0.3","0.003"
"20220514","동북권","성북구","37","10","0.04","0.01","0.4","0.002"
"20220514","동북권","도봉구","32","9","0.05","0.005","0.2","0.003"
"20220514","동북권","강북구","32","12","0.046","0.006","0.3","0.002"
"20220514","동북권","노원구","30","13","0.041","0.01","0.3","0.002"
"20220514","서남권","강서구","35","9","0.044","0.011","0.3","0.003"
"20220514","서남권","구로구","40","10","0.041","0.011","0.3","0.002"
"20220514","서남권","영등포구","29","11","0.042","0.011","0.4","0.003"
"20220514","서남권","동작구","32","14","0.044","0.01","0.3","0.003"
"20220514","서남권","관악구","32","12","0.042","0.012","0.4","0.003"
"20220514","서남권","금천구","29","11","0.044","0.014","0.3","0.003"
"20220514","서남권","양천구","27","9","0.041","0.011","0.3","0.002"
"20220514","동남권","강남구","28","11","0.052","0.012","0.3","0.003"
"20220514","동남권","서초구","35","9","0.041","0.012","0.3","0.003"
"20220514","동남권","송파구","37","11","0.041","0.014","0.4","0.003"
"20220514","동남권","강동구","28","9","0.033","0.013","0.3","0.002"
"20220513","도심권","중구","23","12","0.043","0.014","0.3","0.003"
"20220513","도심권","종로구","26","12","0.043","0.013","0.4","0.003"
"20220513","도심권","용산구","31","15","0.042","0.017","0.3","0.003"
"20220513","서북권","은평구","27","17","0.037","0.012","0.4","0.003"
"20220513","서북권","서대문구","29","10","0.042","0.012","0.4","0.004"
"20220513","서북권","마포구","30","11","0.038","0.015","0.3","0.002"
"20220513","동북권","광진구","26","12","0.043","0.011","0.2","0.003"
"20220513","동북권","성동구","31","13","0.044","0.018","0.3","0.004"
"20220513","동북권","중랑구","30","11","0.043","0.013","0.3","0.002"
"20220513","동북권","동대문구","29","12","0.044","0.014","0.3","0.002"
"20220513","동북권","성북구","30","11","0.038","0.014","0.3","0.002"
"20220513","동북권","도봉구","26","11","0.046","0.009","0.3","0.003"
"20220513","동북권","강북구","29","14","0.043","0.008","0.3","0.002"
"20220513","동북권","노원구","26","15","0.046","0.009","0.3","0.002"
"20220513","서남권","강서구","31","10","0.039","0.014","0.3","0.002"
"20220513","서남권","구로구","39","12","0.037","0.015","0.3","0.002"
"20220513","서남권","영등포구","29","14","0.035","0.018","0.4","0.003"
"20220513","서남권","동작구","33","18","0.038","0.017","0.3","0.003"
"20220513","서남권","관악구","30","14","0.037","0.018","0.4","0.003"
"20220513","서남권","금천구","29","13","0.035","0.021","0.4","0.003"
"20220513","서남권","양천구","28","12","0.038","0.013","0.3","0.002"
"20220513","동남권","강남구","26","12","0.039","0.016","0.3","0.003"
"20220513","동남권","서초구","32","13","0.034","0.02","0.3","0.003"
"20220513","동남권","송파구","32","15","0.041","0.017","0.4","0.002"
"20220513","동남권","강동구","27","11","0.039","0.013","0.3","0.002"
"20220512","도심권","중구","24","13","0.048","0.019","0.4","0.003"
"20220512","도심권","종로구","29","13","0.05","0.015","0.4","0.003"
"20220512","도심권","용산구","33","17","0.049","0.02","0.4","0.003"
"20220512","서북권","은평구","34","18","0.045","0.013","0.4","0.003"
"20220512","서북권","서대문구","28","10","0.052","0.013","0.4","0.004"
"20220512","서북권","마포구","29","13","0.043","0.021","0.3","0.002"
"20220512","동북권","광진구","30","13","0.042","0.015","0.3","0.003"
"20220512","동북권","성동구","32","14","0.05","0.02","0.3","0.003"
"20220512","동북권","중랑구","31","14","0.05","0.015","0.3","0.003"
"20220512","동북권","동대문구","32","13","0.054","0.016","0.3","0.002"
"20220512","동북권","성북구","35","14","0.043","0.017","0.4","0.002"
"20220512","동북권","도봉구","29","12","0.054","0.01","0.4","0.003"
"20220512","동북권","강북구","29","13","0.05","0.009","0.3","0.002"
"20220512","동북권","노원구","29","15","0.055","0.009","0.3","0.002"
"20220512","서남권","강서구","35","13","0.045","0.017","0.4","0.003"
"20220512","서남권","구로구","38","14","0.043","0.019","0.4","0.002"
"20220512","서남권","영등포구","30","14","0.041","0.021","0.4","0.003"
"20220512","서남권","동작구","32","18","0.044","0.019","0.3","0.003"
"20220512","서남권","관악구","31","15","0.043","0.021","0.4","0.005"
"20220512","서남권","금천구","31","14","0.039","0.028","0.4","0.004"
"20220512","서남권","양천구","29","14","0.042","0.018","0.4","0.002"
"20220512","동남권","강남구","29","13","0.045","0.019","0.4","0.003"
"20220512","동남권","서초구","30","11","0.041","0.022","0.3","0.003"
"20220512","동남권","송파구","34","17","0.043","0.023","0.4","0.003"
"20220512","동남권","강동구","29","14","0.044","0.016","0.3","0.003"
"20220511","도심권","중구","24","14","0.054","0.018","0.3","0.003"
"20220511","도심권","종로구","28","14","0.054","0.017","0.4","0.003"
"20220511","도심권","용산구","31","18","0.055","0.02","0.3","0.003"
"20220511","서북권","은평구","39","19","0.052","0.013","0.3","0.003"
"20220511","서북권","서대문구","27","10","0.058","0.015","0.3","0.004"
"20220511","서북권","마포구","28","13","0.049","0.02","0.3","0.003"
"20220511","동북권","광진구","29","14","0.049","0.017","0.2","0.003"
"20220511","동북권","성동구","32","15","0.053","0.024","0.3","0.004"
"20220511","동북권","중랑구","29","14","0.055","0.018","0.3","0.003"
"20220511","동북권","동대문구","30","14","0.058","0.017","0.3","0.003"
"20220511","동북권","성북구","32","13","0.049","0.017","0.3","0.003"
"20220511","동북권","도봉구","24","12","0.063","0.009","0.3","0.003"
"20220511","동북권","강북구","26","13","0.057","0.01","0.3","0.002"
"20220511","동북권","노원구","26","13","0.053","0.015","0.3","0.003"
"20220511","서남권","강서구","30","13","0.052","0.016","0.3","0.003"
"20220511","서남권","구로구","34","13","0.048","0.017","0.3","0.003"
"20220511","서남권","영등포구","26","14","0.048","0.019","0.4","0.003"
"20220511","서남권","동작구","29","17","0.052","0.017","0.3","0.003"
"20220511","서남권","관악구","31","16","0.05","0.02","0.4","0.005"
"20220511","서남권","금천구","28","14","0.049","0.022","0.3","0.003"
"20220511","서남권","양천구","25","14","0.048","0.016","0.3","0.002"
"20220511","동남권","강남구","28","15","0.051","0.018","0.3","0.003"
"20220511","동남권","서초구","31","12","0.047","0.021","0.3","0.003"
"20220511","동남권","송파구","33","18","0.043","0.026","0.4","0.003"
"20220511","동남권","강동구","28","14","0.048","0.018","0.3","0.003"
"20220510","도심권","중구","23","14","0.035","0.031","0.4","0.003"
"20220510","도심권","종로구","23","13","0.038","0.025","0.4","0.003"
"20220510","도심권","용산구","26","15","0.041","0.026","0.3","0.003"
"20220510","서북권","은평구","22","13","0.047","0.015","0.3","0.002"
"20220510","서북권","서대문구","21","9","0.048","0.019","0.3","0.003"
"20220510","서북권","마포구","24","11","0.04","0.026","0.3","0.002"
"20220510","동북권","광진구","22","11","0.038","0.018","0.2","0.003"
"20220510","동북권","성동구","26","12","0.043","0.025","0.3","0.003"
"20220510","동북권","중랑구","23","10","0.042","0.018","0.3","0.003"
"20220510","동북권","동대문구","25","12","0.042","0.024","0.3","0.002"
"20220510","동북권","성북구","27","11","0.036","0.024","0.3","0.002"
"20220510","동북권","도봉구","21","10","0.046","0.016","0.4","0.003"
"20220510","동북권","강북구","24","13","0.044","0.015","0.3","0.002"
"20220510","동북권","노원구","23","13","0.042","0.02","0.3","0.003"
"20220510","서남권","강서구","28","12","0.041","0.025","0.4","0.003"
"20220510","서남권","구로구","29","14","0.039","0.024","0.4","0.002"
"20220510","서남권","영등포구","24","14","0.038","0.027","0.4","0.003"
"20220510","서남권","동작구","22","14","0.044","0.018","0.3","0.002"
"20220510","서남권","관악구","24","12","0.044","0.021","0.4","0.002"
"20220510","서남권","금천구","20","10","0.042","0.026","0.3","0.003"
"20220510","서남권","양천구","22","12","0.038","0.023","0.4","0.002"
"20220510","동남권","강남구","23","12","0.035","0.025","0.3","0.003"
"20220510","동남권","서초구","23","7","0.037","0.025","0.3","0.003"
"20220510","동남권","송파구","26","12","0.038","0.027","0.4","0.003"
"20220510","동남권","강동구","20","10","0.034","0.018","0.3","0.002"
"20220509","도심권","중구","12","7","0.04","0.017","0.3","0.003"
"20220509","도심권","종로구","13","7","0.042","0.013","0.3","0.002"
"20220509","도심권","용산구","17","11","0.04","0.015","0.3","0.003"
"20220509","서북권","은평구","14","9","0.04","0.011","0.3","0.002"
"20220509","서북권","서대문구","12","4","0.045","0.011","0.4","0.003"
"20220509","서북권","마포구","16","5","0.043","0.013","0.3","0.002"
"20220509","동북권","광진구","12","5","0.039","0.011","0.1","0.003"
"20220509","동북권","성동구","16","7","0.043","0.015","0.2","0.003"
"20220509","동북권","중랑구","13","5","0.04","0.013","0.2","0.002"
"20220509","동북권","동대문구","14","6","0.045","0.013","0.2","0.002"
"20220509","동북권","성북구","16","6","0.035","0.017","0.3","0.002"
"20220509","동북권","도봉구","10","5","0.04","0.01","0.5","0.003"
"20220509","동북권","강북구","13","6","0.037","0.01","0.2","0.002"
"20220509","동북권","노원구","13","6","0.036","0.015","0.3","0.002"
"20220509","서남권","강서구","18","6","0.04","0.016","0.3","0.002"
"20220509","서남권","구로구","19","5","0.039","0.016","0.3","0.002"
"20220509","서남권","영등포구","16","7","0.039","0.016","0.3","0.002"
"20220509","서남권","동작구","16","9","0.043","0.013","0.2","0.002"
"20220509","서남권","관악구","17","6","0.04","0.016","0.3","0.002"
"20220509","서남권","금천구","12","5","0.043","0.015","0.3","0.002"
"20220509","서남권","양천구","14","6","0.035","0.017","0.3","0.002"
"20220509","동남권","강남구","14","6","0.038","0.015","0.2","0.003"
"20220509","동남권","서초구","14","3","0.037","0.018","0.2","0.002"
"20220509","동남권","송파구","16","6","0.038","0.015","0.3","0.002"
"20220509","동남권","강동구","12","5","0.036","0.011","0.2","0.002"
"20220508","도심권","중구","15","8","0.041","0.011","0.3","0.003"
"20220508","도심권","종로구","16","8","0.043","0.009","0.3","0.002"
"20220508","도심권","용산구","19","9","0.041","0.01","0.3","0.003"
"20220508","서북권","은평구","17","10","0.043","0.007","0.2","0.002"
"20220508","서북권","서대문구","16","5","0.047","0.007","0.4","0.002"
"20220508","서북권","마포구","19","7","0.041","0.01","0.3","0.002"
"20220508","동북권","광진구","16","6","0.042","0.009","0.1","0.002"
