"측정일자","권역명","측정소명","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)","오존(ppm)","이산화질소농도(ppm)","일산화탄소농도(ppm)","아황산가스농도(ppm)"
"20220305","서북권","은평구","112","18","0.036","0.011","0.4","0.003"
"20220305","서북권","서대문구","98","16","0.036","0.01","0.5","0.002"
"20220305","서북권","마포구","82","13","0.044","0.014","0.3","0.003"
"20220305","동북권","광진구","86","15","0.04","0.01","0.3","0.003"
"20220305","동북권","성동구","86","13","0.027","0.007","0.2","0.002"
"20220305","동북권","중랑구","83","15","0.037","0.012","0.3","0.003"
"20220305","동북권","동대문구","90","17","0.04","0.01","0.3","0.003"
"20220305","동북권","성북구","107","15","0.036","0.012","0.4","0.003"
"20220305","동북권","도봉구","105","15","0.038","0.006","0.4","0.003"
"20220305","동북권","강북구","106","17","0.039","0.005","0.3","0.002"
"20220305","동북권","노원구","106","19","0.038","0.009","0.4","0.003"
"20220305","서남권","강서구","97","13","0.036","0.011","0.4","0.003"
"20220305","서남권","구로구","120","16","0.029","0.013","0.3","0.003"
"20220305","서남권","영등포구","90","15","0.032","0.013","0.4","0.003"
"20220305","서남권","동작구","105","17","0.037","0.011","0.3","0.003"
"20220305","서남권","관악구","93","14","0.037","0.014","0.4","0.003"
"20220305","서남권","금천구","95","15","0.037","0.014","0.3","0.003"
"20220305","서남권","양천구","104","16","0.033","0.013","0.4","0.003"
"20220305","동남권","강남구","83","15","0.036","0.011","0.3","0.003"
"20220305","동남권","서초구","113","15","0.036","0.012","0.4","0.002"
"20220305","동남권","송파구","93","14","0.036","0.015","0.4","0.003"
"20220305","동남권","강동구","88","15","0.032","0.009","0.3","0.002"
"20220304","도심권","중구","61","35","0.028","0.047","0.7","0.004"
"20220304","도심권","종로구","73","36","0.028","0.04","0.7","0.004"
"20220304","도심권","용산구","74","32","0.029","0.032","0.5","0.003"
"20220304","서북권","은평구","88","44","0.04","0.029","0.5","0.003"
"20220304","서북권","서대문구","80","39","0.034","0.033","0.9","0.005"
"20220304","서북권","마포구","67","30","0.038","0.04","0.6","0.004"
"20220304","동북권","광진구","73","32","0.033","0.032","0.5","0.004"
"20220304","동북권","성동구","74","27","0.024","0.023","0.5","0.003"
"20220304","동북권","중랑구","73","32","0.03","0.037","0.6","0.004"
"20220304","동북권","동대문구","78","36","0.035","0.039","0.6","0.004"
"20220304","동북권","성북구","88","36","0.029","0.041","0.7","0.003"
"20220304","동북권","도봉구","78","38","0.031","0.033","0.6","0.004"
"20220304","동북권","강북구","83","39","0.035","0.028","0.6","0.003"
"20220304","동북권","노원구","81","39","0.032","0.036","0.7","0.004"
"20220304","서남권","강서구","81","34","0.034","0.04","0.7","0.004"
"20220304","서남권","구로구","82","39","0.028","0.038","0.6","0.003"
"20220304","서남권","영등포구","76","35","0.032","0.038","0.6","0.004"
"20220304","서남권","동작구","80","38","0.039","0.033","0.6","0.003"
"20220304","서남권","관악구","76","34","0.037","0.038","0.7","0.004"
"20220304","서남권","금천구","77","38","0.041","0.035","0.6","0.004"
"20220304","서남권","양천구","80","36","0.032","0.038","0.6","0.003"
"20220304","동남권","강남구","68","30","0.032","0.035","0.6","0.004"
"20220304","동남권","서초구","82","38","0.034","0.035","0.6","0.003"
"20220304","동남권","송파구","82","31","0.034","0.037","0.6","0.004"
"20220304","동남권","강동구","79","32","0.029","0.032","0.5","0.003"
"20220303","도심권","중구","40","24","0.031","0.033","0.5","0.004"
"20220303","도심권","종로구","46","26","0.029","0.029","0.5","0.003"
"20220303","도심권","용산구","46","23","0.026","0.025","0.4","0.003"
"20220303","서북권","은평구","49","27","0.027","0.026","0.5","0.003"
"20220303","서북권","서대문구","48","27","0.027","0.026","0.8","0.003"
"20220303","서북권","마포구","43","22","0.029","0.038","0.5","0.003"
"20220303","동북권","광진구","48","25","0.029","0.028","0.4","0.004"
"20220303","동북권","성동구","49","19","0.019","0.02","0.4","0.002"
"20220303","동북권","중랑구","49","25","0.028","0.032","0.5","0.003"
"20220303","동북권","동대문구","50","25","0.031","0.028","0.5","0.003"
"20220303","동북권","성북구","55","24","0.027","0.033","0.5","0.003"
"20220303","동북권","도봉구","48","28","0.033","0.021","0.5","0.003"
"20220303","동북권","강북구","54","28","0.033","0.019","0.5","0.003"
"20220303","동북권","노원구","54","29","0.029","0.028","0.5","0.003"
"20220303","서남권","강서구","51","23","0.023","0.036","0.5","0.003"
"20220303","서남권","구로구","52","28","0.021","0.033","0.4","0.003"
"20220303","서남권","영등포구","46","25","0.024","0.033","0.5","0.003"
"20220303","서남권","동작구","50","25","0.031","0.027","0.4","0.003"
"20220303","서남권","관악구","50","24","0.02","0.037","0.5","0.003"
"20220303","서남권","금천구","45","25","0.027","0.034","0.5","0.004"
"20220303","서남권","양천구","52","26","0.021","0.034","0.5","0.003"
"20220303","동남권","강남구","45","22","0.03","0.027","0.4","0.003"
"20220303","동남권","서초구","50","25","0.03","0.028","0.5","0.003"
"20220303","동남권","송파구","47","21","0.027","0.034","0.5","0.003"
"20220303","동남권","강동구","54","25","0.024","0.029","0.5","0.003"
"20220302","도심권","중구","22","14","0.03","0.027","0.4","0.003"
"20220302","도심권","종로구","27","15","0.029","0.024","0.5","0.003"
"20220302","도심권","용산구","27","14","0.025","0.021","0.4","0.003"
"20220302","서북권","은평구","28","16","0.028","0.022","0.5","0.003"
"20220302","서북권","서대문구","28","16","0.027","0.021","0.7","0.005"
"20220302","서북권","마포구","26","12","0.034","0.026","0.4","0.003"
"20220302","동북권","광진구","27","14","0.027","0.025","0.4","0.003"
"20220302","동북권","성동구","27","11","0.018","0.017","0.4","0.002"
"20220302","동북권","중랑구","28","14","0.025","0.028","0.5","0.003"
"20220302","동북권","동대문구","27","14","0.028","0.025","0.4","0.003"
"20220302","동북권","성북구","32","14","0.026","0.028","0.5","0.003"
"20220302","동북권","도봉구","26","14","0.027","0.022","0.5","0.003"
"20220302","동북권","강북구","30","14","0.028","0.02","0.4","0.003"
"20220302","동북권","노원구","30","16","0.024","0.026","0.5","0.003"
"20220302","서남권","강서구","29","12","0.029","0.024","0.5","0.004"
"20220302","서남권","구로구","32","13","0.02","0.028","0.4","0.003"
"20220302","서남권","영등포구","27","14","0.023","0.027","0.5","0.003"
"20220302","서남권","동작구","28","15","0.027","0.024","0.4","0.003"
"20220302","서남권","관악구","27","13","0.022","0.03","0.5","0.003"
"20220302","서남권","금천구","26","14","0.026","0.03","0.5","0.003"
"20220302","서남권","양천구","29","15","0.025","0.026","0.5","0.003"
"20220302","동남권","강남구","25","13","0.027","0.023","0.4","0.003"
"20220302","동남권","서초구","29","13","0.027","0.025","0.5","0.003"
"20220302","동남권","송파구","28","13","0.026","0.029","0.5","0.003"
"20220302","동남권","강동구","30","13","0.022","0.024","0.4","0.003"
"20220301","도심권","중구","31","22","0.036","0.025","0.4","0.004"
"20220301","도심권","종로구","38","24","0.034","0.022","0.4","0.003"
"20220301","도심권","용산구","35","22","0.026","0.02","0.4","0.003"
"20220301","서북권","은평구","39","30","0.029","0.02","0.6","0.003"
"20220301","서북권","서대문구","38","26","0.027","0.024","0.8","0.003"
"20220301","서북권","마포구","34","20","0.034","0.027","0.4","0.003"
"20220301","동북권","광진구","39","25","0.022","0.03","0.5","0.004"
"20220301","동북권","성동구","38","19","0.019","0.019","0.3","0.002"
"20220301","동북권","중랑구","36","22","0.029","0.027","0.4","0.003"
"20220301","동북권","동대문구","39","22","0.033","0.022","0.4","0.003"
"20220301","동북권","성북구","42","24","0.027","0.029","0.5","0.002"
"20220301","동북권","도봉구","37","27","0.028","0.022","0.5","0.003"
"20220301","동북권","강북구","43","26","0.034","0.017","0.4","0.002"
"20220301","동북권","노원구","42","28","0.027","0.025","0.5","0.003"
"20220301","서남권","강서구","38","20","0.029","0.025","0.4","0.003"
"20220301","서남권","구로구","41","23","0.026","0.023","0.4","0.003"
"20220301","서남권","영등포구","35","22","0.029","0.023","0.4","0.003"
"20220301","서남권","동작구","38","24","0.032","0.022","0.4","0.002"
"20220301","서남권","관악구","36","21","0.024","0.025","0.5","0.003"
"20220301","서남권","금천구","36","22","0.029","0.028","0.4","0.003"
"20220301","서남권","양천구","40","24","0.028","0.024","0.4","0.003"
"20220301","동남권","강남구","36","21","0.028","0.026","0.4","0.003"
"20220301","동남권","서초구","34","23","0.031","0.021","0.4","0.002"
"20220301","동남권","송파구","37","21","0.023","0.034","0.5","0.003"
"20220301","동남권","강동구","46","27","0.017","0.033","0.5","0.002"
"20220228","도심권","중구","35","17","0.025","0.039","0.6","0.004"
"20220228","도심권","종로구","41","19","0.023","0.036","0.6","0.004"
"20220228","도심권","용산구","42","17","0.021","0.031","0.4","0.003"
"20220228","서북권","은평구","47","22","0.022","0.033","0.6","0.003"
"20220228","서북권","서대문구","42","19","0.022","0.033","0.8","0.004"
"20220228","서북권","마포구","37","14","0.029","0.037","0.4","0.003"
"20220228","동북권","광진구","38","16","0.022","0.033","0.4","0.004"
"20220228","동북권","성동구","39","13","0.015","0.023","0.4","0.002"
"20220228","동북권","중랑구","39","15","0.025","0.034","0.4","0.004"
"20220228","동북권","동대문구","43","16","0.024","0.036","0.5","0.003"
"20220228","동북권","성북구","48","18","0.019","0.04","0.5","0.003"
"20220228","동북권","도봉구","43","20","0.022","0.032","0.5","0.004"
"20220228","동북권","강북구","46","18","0.022","0.029","0.5","0.003"
"20220228","동북권","노원구","46","17","0.019","0.037","0.6","0.003"
"20220228","서남권","강서구","41","14","0.023","0.036","0.5","0.004"
"20220228","서남권","구로구","42","16","0.021","0.033","0.4","0.003"
"20220228","서남권","영등포구","39","17","0.022","0.035","0.5","0.003"
"20220228","서남권","동작구","39","16","0.027","0.031","0.5","0.003"
"20220228","서남권","관악구","39","14","0.02","0.035","0.5","0.003"
"20220228","서남권","금천구","35","14","0.027","0.036","0.5","0.004"
"20220228","서남권","양천구","42","18","0.022","0.035","0.5","0.003"
"20220228","동남권","강남구","37","15","0.022","0.032","0.5","0.004"
"20220228","동남권","서초구","39","15","0.024","0.033","0.5","0.003"
"20220228","동남권","송파구","38","14","0.02","0.039","0.5","0.003"
"20220228","동남권","강동구","42","16","0.018","0.035","0.4","0.003"
"20220227","도심권","중구","39","25","0.035","0.024","0.4","0.004"
"20220227","도심권","종로구","46","27","0.035","0.02","0.5","0.003"
"20220227","도심권","용산구","48","25","0.029","0.018","0.4","0.003"
"20220227","서북권","은평구","46","27","0.031","0.02","0.6","0.003"
"20220227","서북권","서대문구","47","25","0.03","0.021","0.7","0.005"
"20220227","서북권","마포구","42","20","0.037","0.024","0.4","0.003"
"20220227","동북권","광진구","44","23","0.037","0.017","0.3","0.003"
"20220227","동북권","성동구","46","19","0.024","0.012","0.3","0.002"
"20220227","동북권","중랑구","45","23","0.034","0.023","0.4","0.003"
"20220227","동북권","동대문구","45","22","0.037","0.018","0.4","0.003"
"20220227","동북권","성북구","52","23","0.033","0.023","0.4","0.003"
"20220227","동북권","도봉구","45","23","0.036","0.015","0.5","0.004"
"20220227","동북권","강북구","50","24","0.038","0.013","0.4","0.003"
"20220227","동북권","노원구","51","29","0.033","0.02","0.5","0.003"
"20220227","서남권","강서구","47","19","0.034","0.02","0.4","0.003"
"20220227","서남권","구로구","50","23","0.027","0.021","0.4","0.003"
"20220227","서남권","영등포구","43","22","0.032","0.019","0.4","0.003"
"20220227","서남권","동작구","49","25","0.036","0.018","0.4","0.003"
"20220227","서남권","관악구","48","23","0.025","0.024","0.5","0.003"
"20220227","서남권","금천구","43","23","0.034","0.023","0.4","0.004"
"20220227","서남권","양천구","47","23","0.03","0.023","0.4","0.003"
"20220227","동남권","강남구","43","21","0.035","0.017","0.4","0.004"
"20220227","동남권","서초구","47","21","0.036","0.015","0.4","0.003"
"20220227","동남권","송파구","46","23","0.036","0.02","0.5","0.003"
"20220227","동남권","강동구","50","23","0.031","0.016","0.4","0.003"
"20220226","도심권","중구","57","45","0.05","0.025","0.5","0.004"
"20220226","도심권","종로구","66","47","0.05","0.017","0.5","0.003"
"20220226","도심권","용산구","56","39","0.044","0.014","0.4","0.003"
"20220226","서북권","은평구","71","53","0.048","0.016","0.6","0.003"
"20220226","서북권","서대문구","69","50","0.047","0.017","0.6","0.003"
"20220226","서북권","마포구","56","41","0.052","0.02","0.4","0.003"
"20220226","동북권","광진구","63","45","0.047","0.019","0.4","0.003"
"20220226","동북권","성동구","69","35","0.032","0.016","0.4","0.002"
"20220226","동북권","중랑구","68","46","0.046","0.025","0.5","0.003"
"20220226","동북권","동대문구","70","44","0.05","0.017","0.5","0.003"
"20220226","동북권","성북구","74","43","0.043","0.024","0.5","0.003"
"20220226","동북권","도봉구","69","51","0.046","0.015","0.5","0.004"
"20220226","동북권","강북구","77","52","0.05","0.014","0.5","0.002"
"20220226","동북권","노원구","78","55","0.045","0.02","0.6","0.003"
"20220226","서남권","강서구","68","41","0.044","0.02","0.5","0.003"
"20220226","서남권","구로구","69","49","0.038","0.017","0.5","0.003"
"20220226","서남권","영등포구","64","45","0.042","0.02","0.5","0.003"
"20220226","서남권","동작구","70","48","0.052","0.015","0.4","0.003"
"20220226","서남권","관악구","68","41","0.033","0.018","0.5","0.003"
"20220226","서남권","금천구","66","45","0.051","0.019","0.5","0.003"
"20220226","서남권","양천구","74","46","0.042","0.02","0.5","0.002"
"20220226","동남권","강남구","66","43","0.047","0.017","0.5","0.003"
"20220226","동남권","서초구","69","50","0.049","0.015","0.5","0.003"
"20220226","동남권","송파구","63","37","0.045","0.02","0.5","0.003"
"20220226","동남권","강동구","78","50","0.039","0.019","0.5","0.002"
"20220225","도심권","중구","62","54","0.023","0.045","0.7","0.004"
"20220225","도심권","종로구","69","53","0.022","0.044","0.8","0.003"
"20220225","도심권","용산구","57","42","0.023","0.033","0.5","0.003"
"20220225","서북권","은평구","78","57","0.024","0.034","0.7","0.003"
"20220225","서북권","서대문구","71","54","0.023","0.038","1","0.005"
"20220225","서북권","마포구","56","45","0.029","0.043","0.7","0.003"
"20220225","동북권","광진구","64","50","0.023","0.038","0.8","0.003"
"20220225","동북권","성동구","69","37","0.017","0.026","0.5","0.002"
"20220225","동북권","중랑구","72","50","0.022","0.042","0.7","0.004"
"20220225","동북권","동대문구","70","49","0.025","0.042","0.7","0.003"
"20220225","동북권","성북구","78","46","0.021","0.047","0.8","0.003"
"20220225","동북권","도봉구","73","57","0.02","0.041","0.7","0.003"
"20220225","동북권","강북구","83","61","0.025","0.035","0.7","0.003"
"20220225","동북권","노원구","80","61","0.021","0.043","0.8","0.003"
"20220225","서남권","강서구","67","44","0.026","0.039","0.7","0.003"
"20220225","서남권","구로구","67","47","0.021","0.038","0.6","0.003"
"20220225","서남권","영등포구","62","48","0.021","0.041","0.7","0.004"
"20220225","서남권","동작구","72","52","0.029","0.034","0.6","0.003"
"20220225","서남권","관악구","62","42","0.02","0.041","0.7","0.003"
"20220225","서남권","금천구","67","49","0.026","0.042","0.6","0.004"
"20220225","서남권","양천구","73","50","0.024","0.037","0.6","0.003"
"20220225","동남권","강남구","67","46","0.026","0.035","0.6","0.003"
"20220225","동남권","서초구","66","49","0.026","0.039","0.7","0.003"
"20220225","동남권","송파구","61","40","0.024","0.041","0.7","0.003"
"20220225","동남권","강동구","75","52","0.02","0.04","0.6","0.003"
"20220224","도심권","중구","24","17","0.032","0.026","0.4","0.003"
"20220224","도심권","종로구","28","18","0.03","0.022","0.5","0.003"
"20220224","도심권","용산구","28","16","0.024","0.024","0.4","0.003"
"20220224","서북권","은평구","27","17","0.028","0.023","0.5","0.003"
"20220224","서북권","서대문구","28","17","0.028","0.023","0.6","0.006"
"20220224","서북권","마포구","26","14","0.031","0.029","0.4","0.003"
"20220224","동북권","광진구","28","16","0.027","0.027","0.7","0.003"
"20220224","동북권","성동구","30","13","0.019","0.017","0.3","0.002"
"20220224","동북권","중랑구","31","16","0.025","0.029","0.5","0.003"
"20220224","동북권","동대문구","29","15","0.03","0.026","0.5","0.003"
"20220224","동북권","성북구","32","16","0.024","0.031","0.5","0.003"
"20220224","동북권","도봉구","25","16","0.028","0.023","0.5","0.003"
"20220224","동북권","강북구","33","18","0.031","0.019","0.4","0.003"
"20220224","동북권","노원구","33","20","0.025","0.029","0.6","0.004"
"20220224","서남권","강서구","30","14","0.027","0.026","0.5","0.004"
"20220224","서남권","구로구","28","12","0.023","0.029","0.4","0.004"
"20220224","서남권","영등포구","27","16","0.023","0.028","0.5","0.003"
"20220224","서남권","동작구","30","17","0.029","0.025","0.4","0.003"
"20220224","서남권","관악구","27","14","0.02","0.03","0.5","0.003"
"20220224","서남권","금천구","26","16","0.027","0.031","0.4","0.004"
"20220224","서남권","양천구","31","18","0.023","0.029","0.5","0.003"
"20220224","동남권","강남구","27","15","0.028","0.023","0.4","0.003"
"20220224","동남권","서초구","29","12","0.025","0.029","0.4","0.003"
"20220224","동남권","송파구","30","15","0.025","0.031","0.5","0.003"
"20220224","동남권","강동구","32","16","0.021","0.029","0.4","0.003"
"20220223","도심권","중구","22","13","0.037","0.016","0.4","0.003"
"20220223","도심권","종로구","26","15","0.032","0.014","0.4","0.003"
"20220223","도심권","용산구","28","13","0.029","0.015","0.3","0.003"
"20220223","서북권","은평구","26","13","0.032","0.014","0.5","0.003"
"20220223","서북권","서대문구","26","12","0.03","0.015","0.5","0.003"
"20220223","서북권","마포구","23","10","0.038","0.018","0.4","0.003"
"20220223","동북권","광진구","24","11","0.035","0.013","0.6","0.003"
"20220223","동북권","성동구","26","10","0.023","0.01","0.3","0.002"
"20220223","동북권","중랑구","25","11","0.031","0.017","0.4","0.003"
"20220223","동북권","동대문구","25","11","0.035","0.013","0.3","0.003"
"20220223","동북권","성북구","27","10","0.032","0.014","0.3","0.003"
"20220223","동북권","도봉구","23","11","0.033","0.01","0.4","0.003"
"20220223","동북권","강북구","29","14","0.034","0.011","0.4","0.003"
"20220223","동북권","노원구","29","15","0.034","0.012","0.4","0.003"
"20220223","서남권","강서구","31","11","0.03","0.016","0.4","0.004"
"20220223","서남권","구로구","26","8","0.03","0.017","0.3","0.004"
"20220223","서남권","영등포구","26","13","0.027","0.016","0.4","0.003"
"20220223","서남권","동작구","29","14","0.032","0.015","0.4","0.003"
"20220223","서남권","관악구","24","11","0.024","0.017","0.4","0.003"
"20220223","서남권","금천구","25","12","0.033","0.018","0.4","0.003"
"20220223","서남권","양천구","30","16","0.026","0.018","0.4","0.003"
"20220223","동남권","강남구","24","11","0.03","0.015","0.4","0.003"
"20220223","동남권","서초구","22","7","0.03","0.015","0.4","0.003"
"20220223","동남권","송파구","27","11","0.029","0.021","0.4","0.003"
"20220223","동남권","강동구","27","11","0.027","0.015","0.3","0.003"
"20220222","도심권","중구","26","16","0.038","0.015","0.4","0.003"
"20220222","도심권","종로구","30","17","0.034","0.013","0.4","0.003"
"20220222","도심권","용산구","32","16","0.031","0.012","0.3","0.003"
"20220222","서북권","은평구","29","17","0.032","0.014","0.4","0.004"
"20220222","서북권","서대문구","27","14","0.032","0.014","0.5","0.003"
"20220222","서북권","마포구","27","12","0.04","0.016","0.4","0.003"
"20220222","동북권","광진구","28","14","0.037","0.012","0.5","0.003"
"20220222","동북권","성동구","30","12","0.025","0.009","0.3","0.003"
"20220222","동북권","중랑구","29","14","0.033","0.016","0.4","0.003"
"20220222","동북권","동대문구","29","15","0.037","0.012","0.3","0.003"
"20220222","동북권","성북구","30","12","0.033","0.013","0.5","0.003"
"20220222","동북권","도봉구","26","13","0.036","0.008","0.5","0.003"
"20220222","동북권","강북구","34","16","0.038","0.007","0.3","0.003"
"20220222","동북권","노원구","33","17","0.035","0.012","0.4","0.003"
"20220222","서남권","강서구","35","14","0.032","0.015","0.4","0.004"
"20220222","서남권","구로구","29","10","0.031","0.017","0.3","0.004"
"20220222","서남권","영등포구","29","15","0.027","0.017","0.4","0.003"
"20220222","서남권","동작구","33","16","0.034","0.014","0.3","0.003"
"20220222","서남권","관악구","28","13","0.025","0.017","0.4","0.003"
"20220222","서남권","금천구","28","15","0.034","0.017","0.4","0.004"
"20220222","서남권","양천구","34","18","0.028","0.018","0.4","0.003"
"20220222","동남권","강남구","27","13","0.033","0.013","0.4","0.003"
"20220222","동남권","서초구","26","10","0.031","0.015","0.4","0.003"
"20220222","동남권","송파구","31","14","0.032","0.018","0.4","0.003"
"20220222","동남권","강동구","31","14","0.031","0.013","0.3","0.003"
"20220221","도심권","중구","23","16","0.027","0.027","0.5","0.003"
"20220221","도심권","종로구","27","17","0.026","0.024","0.5","0.003"
"20220221","도심권","용산구","28","15","0.024","0.022","0.4","0.003"
"20220221","서북권","은평구","30","15","0.026","0.022","0.4","0.003"
"20220221","서북권","서대문구","28","15","0.025","0.025","0.6","0.004"
"20220221","서북권","마포구","24","12","0.033","0.025","0.4","0.003"
"20220221","동북권","광진구","25","14","0.028","0.023","0.6","0.002"
"20220221","동북권","성동구","26","11","0.02","0.014","0.3","0.002"
"20220221","동북권","중랑구","26","13","0.026","0.025","0.4","0.003"
"20220221","동북권","동대문구","27","13","0.028","0.025","0.4","0.003"
"20220221","동북권","성북구","30","14","0.025","0.027","0.7","0.003"
"20220221","동북권","도봉구","24","14","0.028","0.017","0.6","0.003"
"20220221","동북권","강북구","30","15","0.028","0.019","0.4","0.002"
"20220221","동북권","노원구","29","16","0.023","0.027","0.5","0.003"
"20220221","서남권","강서구","28","13","0.027","0.022","0.4","0.003"
"20220221","서남권","구로구","26","11","0.026","0.025","0.3","0.003"
"20220221","서남권","영등포구","26","14","0.023","0.025","0.5","0.003"
"20220221","서남권","동작구","29","17","0.027","0.024","0.4","0.003"
"20220221","서남권","관악구","25","13","0.021","0.027","0.5","0.003"
"20220221","서남권","금천구","25","13","0.028","0.025","0.4","0.003"
"20220221","서남권","양천구","30","17","0.024","0.024","0.4","0.003"
"20220221","동남권","강남구","25","12","0.026","0.022","0.4","0.003"
"20220221","동남권","서초구","26","11","0.026","0.023","0.4","0.003"
"20220221","동남권","송파구","28","13","0.025","0.027","0.5","0.003"
"20220221","동남권","강동구","29","14","0.024","0.023","0.4","0.003"
"20220220","도심권","중구","26","15","0.039","0.012","0.4","0.003"
"20220220","도심권","종로구","31","17","0.037","0.008","0.4","0.003"
"20220220","도심권","용산구","31","17","0.033","0.01","0.3","0.003"
"20220220","서북권","은평구","31","15","0.034","0.011","0.4","0.003"
"20220220","서북권","서대문구","31","13","0.035","0.01","0.4","0.003"
"20220220","서북권","마포구","27","12","0.045","0.012","0.3","0.003"
"20220220","동북권","광진구","28","14","0.039","0.009","0.5","0.002"
"20220220","동북권","성동구","29","12","0.028","0.007","0.3","0.002"
"20220220","동북권","중랑구","29","14","0.035","0.012","0.4","0.003"
"20220220","동북권","동대문구","29","13","0.038","0.01","0.3","0.003"
"20220220","동북권","성북구","31","12","0.034","0.011","0.6","0.003"
"20220220","동북권","도봉구","27","14","0.036","0.005","0.5","0.003"
"20220220","동북권","강북구","35","17","0.037","0.006","0.3","0.002"
"20220220","동북권","노원구","33","18","0.036","0.009","0.4","0.003"
"20220220","서남권","강서구","31","13","0.034","0.01","0.4","0.003"
"20220220","서남권","구로구","27","10","0.034","0.012","0.3","0.003"
"20220220","서남권","영등포구","28","14","0.032","0.011","0.4","0.003"
"20220220","서남권","동작구","32","17","0.036","0.011","0.3","0.003"
"20220220","서남권","관악구","27","14","0.029","0.014","0.4","0.003"
"20220220","서남권","금천구","28","14","0.037","0.012","0.3","0.003"
"20220220","서남권","양천구","32","17","0.031","0.013","0.4","0.002"
"20220220","동남권","강남구","27","13","0.035","0.01","0.3","0.003"
"20220220","동남권","서초구","25","9","0.034","0.01","0.4","0.003"
"20220220","동남권","송파구","31","15","0.034","0.014","0.4","0.003"
"20220220","동남권","강동구","33","15","0.032","0.009","0.3","0.002"
"20220219","도심권","중구","39","31","0.027","0.028","0.5","0.004"
"20220219","도심권","종로구","41","32","0.025","0.023","0.5","0.003"
"20220219","도심권","용산구","43","30","0.021","0.023","0.5","0.003"
"20220219","서북권","은평구","46","30","0.023","0.023","0.5","0.004"
"20220219","서북권","서대문구","44","30","0.024","0.024","0.7","0.005"
"20220219","서북권","마포구","41","28","0.028","0.028","0.5","0.003"
"20220219","동북권","광진구","37","26","0.027","0.024","0.7","0.003"
"20220219","동북권","성동구","43","22","0.018","0.019","0.4","0.003"
"20220219","동북권","중랑구","41","24","0.026","0.026","0.5","0.003"
"20220219","동북권","동대문구","40","25","0.025","0.026","0.5","0.003"
"20220219","동북권","성북구","42","23","0.026","0.025","0.7","0.003"
"20220219","동북권","도봉구","39","25","0.027","0.019","0.6","0.003"
"20220219","동북권","강북구","44","27","0.027","0.02","0.5","0.003"
"20220219","동북권","노원구","43","30","0.033","0.016","0.5","0.003"
"20220219","서남권","강서구","49","29","0.025","0.023","0.5","0.004"
"20220219","서남권","구로구","44","28","0.024","0.026","0.4","0.003"
"20220219","서남권","영등포구","42","31","0.021","0.027","0.5","0.003"
"20220219","서남권","동작구","47","32","0.025","0.025","0.5","0.003"
"20220219","서남권","관악구","40","27","0.021","0.029","0.5","0.003"
"20220219","서남권","금천구","44","31","0.023","0.03","0.5","0.004"
"20220219","서남권","양천구","50","34","0.021","0.025","0.5","0.003"
"20220219","동남권","강남구","41","26","0.022","0.028","0.5","0.003"
"20220219","동남권","서초구","39","27","0.022","0.026","0.5","0.003"
"20220219","동남권","송파구","42","26","0.021","0.033","0.6","0.003"
"20220219","동남권","강동구","44","27","0.02","0.027","0.4","0.003"
"20220218","도심권","중구","41","31","0.007","0.052","0.7","0.004"
"20220218","도심권","종로구","41","33","0.007","0.047","0.7","0.004"
"20220218","도심권","용산구","41","28","0.007","0.043","0.5","0.003"
"20220218","서북권","은평구","56","39","0.012","0.038","0.6","0.003"
"20220218","서북권","서대문구","38","27","0.013","0.04","0.7","0.005"
"20220218","서북권","마포구","38","25","0.012","0.046","0.6","0.004"
"20220218","동북권","광진구","38","27","0.011","0.04","0.7","0.003"
"20220218","동북권","성동구","43","21","0.007","0.025","0.4","0.003"
"20220218","동북권","중랑구","42","25","0.012","0.038","0.5","0.003"
"20220218","동북권","동대문구","41","27","0.009","0.046","0.6","0.003"
"20220218","동북권","성북구","47","28","0.008","0.048","0.9","0.003"
"20220218","동북권","도봉구","39","29","0.01","0.039","0.8","0.003"
"20220218","동북권","강북구","44","29","0.013","0.035","0.6","0.003"
"20220218","동북권","노원구","43","31","0.012","0.039","0.6","0.003"
"20220218","서남권","강서구","50","27","0.008","0.046","0.7","0.005"
"20220218","서남권","구로구","42","24","0.009","0.046","0.5","0.004"
"20220218","서남권","영등포구","41","28","0.008","0.045","0.6","0.003"
"20220218","서남권","동작구","47","31","0.009","0.046","0.6","0.003"
"20220218","서남권","관악구","38","25","0.009","0.05","0.7","0.003"
"20220218","서남권","금천구","41","29","0.009","0.05","0.6","0.004"
"20220218","서남권","양천구","47","32","0.008","0.045","0.6","0.003"
"20220218","동남권","강남구","40","24","0.008","0.043","0.6","0.004"
"20220218","동남권","서초구","41","25","0.008","0.048","0.6","0.003"
"20220218","동남권","송파구","42","25","0.008","0.048","0.7","0.004"
"20220218","동남권","강동구","46","28","0.008","0.042","0.5","0.003"
"20220217","도심권","중구","31","21","0.028","0.017","0.4","0.003"
"20220217","도심권","종로구","30","23","0.027","0.017","0.5","0.003"
"20220217","도심권","용산구","31","21","0.025","0.016","0.4","0.003"
"20220217","서북권","은평구","25","18","0.026","0.018","0.6","0.004"
"20220217","서북권","서대문구","29","18","0.027","0.017","0.4","0.004"
"20220217","서북권","마포구","26","18","0.028","0.021","0.4","0.003"
"20220217","동북권","광진구","28","19","0.028","0.018","0.5","0.003"
"20220217","동북권","성동구","31","16","0.02","0.014","0.3","0.003"
"20220217","동북권","중랑구","31","18","0.025","0.02","0.4","0.003"
"20220217","동북권","동대문구","29","19","0.029","0.016","0.4","0.003"
